gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,completed
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,not completed
F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,completed
F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,not completed
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
F,West Midlands Region,HE Qualification,10-20%,0-35,0,120,N,not completed
F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,completed
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,completed
F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,completed
F,London Region,No Formal quals,50-60%,35-55,0,120,N,not completed
F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
F,South Region,HE Qualification,70-80%,35-55,0,60,N,not completed
F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,not completed
F,West Midlands Region,No Formal quals,10-20%,0-35,0,60,N,not completed
F,East Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,not completed
M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,completed
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,not completed
F,Wales,HE Qualification,0-10%,0-35,0,60,N,not completed
F,Scotland,HE Qualification,10-20%,0-35,0,60,N,completed
M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,150,N,not completed
F,Scotland,HE Qualification,40-50%,35-55,0,60,N,completed
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,not completed
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
F,Scotland,HE Qualification,0-10%,0-35,0,60,N,not completed
F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,not completed
F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,not completed
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,not completed
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,completed
M,Wales,HE Qualification,30-40%,35-55,0,60,N,not completed
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,completed
F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,not completed
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,not completed
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
F,London Region,HE Qualification,20-30%,0-35,0,60,N,not completed
M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,not completed
M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,completed
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,not completed
F,Scotland,HE Qualification,0-10%,0-35,0,60,N,not completed
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
F,London Region,A Level or Equivalent,10-20%,35-55,0,120,N,completed
M,London Region,HE Qualification,20-30%,0-35,0,120,N,completed
F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,completed
F,South East Region,Lower Than A Level,50-60%,35-55,0,120,N,not completed
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,not completed
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,not completed
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,not completed
F,Wales,No Formal quals,30-40%,35-55,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
F,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,not completed
F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,completed
F,Scotland,HE Qualification,50-60%,35-55,0,60,N,completed
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,completed
F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,completed
F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,not completed
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,not completed
F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,completed
F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,completed
F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,completed
F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,completed
F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,not completed
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,completed
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,completed
F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,not completed
F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,not completed
F,Scotland,HE Qualification,30-40%,35-55,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,not completed
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,not completed
F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,completed
F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,completed
F,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,Y,not completed
M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,not completed
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,Y,not completed
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,not completed
F,South West Region,A Level or Equivalent,10-20%,0-35,0,120,N,not completed
F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,completed
F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,not completed
F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,completed
M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,not completed
F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,completed
F,South East Region,HE Qualification,10-20%,0-35,0,120,N,completed
F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,completed
F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,Y,not completed
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,Y,not completed
F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,not completed
F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,completed
M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,not completed
F,Wales,HE Qualification,30-40%,35-55,0,120,N,completed
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
F,South Region,Lower Than A Level,60-70%,0-35,0,120,N,not completed
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,completed
F,North Western Region,Lower Than A Level,10-20%,0-35,0,60,N,not completed
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,not completed
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,not completed
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
F,London Region,A Level or Equivalent,10-20%,35-55,0,60,Y,completed
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,completed
F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,not completed
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,not completed
F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,completed
F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,not completed
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,not completed
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,completed
F,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,not completed
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,completed
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,not completed
F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,not completed
F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,not completed
M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,completed
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,not completed
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,not completed
F,Scotland,Lower Than A Level,40-50%,35-55,0,120,N,completed
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,not completed
M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,Scotland,HE Qualification,90-100%,0-35,0,60,N,not completed
F,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,completed
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,completed
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,completed
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
F,Yorkshire Region,HE Qualification,10-20%,0-35,0,60,N,not completed
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,not completed
F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,not completed
F,South Region,HE Qualification,90-100%,0-35,0,120,N,completed
F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,completed
F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,not completed
F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,completed
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,completed
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,completed
F,London Region,HE Qualification,20-30%,0-35,0,60,N,completed
M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,not completed
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
F,Scotland,Lower Than A Level,10-20%,0-35,0,60,N,not completed
F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,completed
M,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,not completed
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,120,N,completed
F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,completed
M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,completed
F,East Anglian Region,Lower Than A Level,10-20%,35-55,0,60,N,completed
F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,not completed
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,completed
F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,not completed
F,Wales,HE Qualification,40-50%,0-35,0,60,N,completed
F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,completed
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,completed
F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,completed
F,Wales,HE Qualification,10-20%,0-35,0,60,N,completed
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,not completed
M,West Midlands Region,HE Qualification,40-50%,35-55,0,60,N,completed
M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,completed
F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
F,East Midlands Region,HE Qualification,80-90%,35-55,0,120,N,completed
F,Wales,HE Qualification,30-40%,0-35,0,120,N,completed
F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,completed
F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,completed
F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,completed
M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,completed
M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,not completed
F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,not completed
M,Wales,HE Qualification,30-40%,0-35,0,60,N,completed
M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,not completed
F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,completed
F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,completed
M,North Western Region,HE Qualification,70-80%,0-35,0,120,N,not completed
F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,completed
F,Wales,A Level or Equivalent,0-10%,0-35,0,60,Y,completed
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,completed
M,Wales,No Formal quals,10-20%,0-35,0,60,N,completed
F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
