id_student,highest_education,disability,final_result
558066,Lower Than A Level,N,completed
558068,A Level or Equivalent,N,completed
558075,Lower Than A Level,N,completed
558092,A Level or Equivalent,Y,not completed
558099,A Level or Equivalent,N,completed
558113,A Level or Equivalent,N,completed
558114,Lower Than A Level,N,not completed
558146,Lower Than A Level,N,not completed
558163,Lower Than A Level,N,not completed
558168,A Level or Equivalent,N,completed
558212,A Level or Equivalent,N,not completed
558231,Lower Than A Level,N,not completed
558247,Lower Than A Level,N,not completed
558250,Lower Than A Level,N,completed
558324,Lower Than A Level,N,not completed
558326,Lower Than A Level,N,not completed
558373,A Level or Equivalent,N,completed
558395,HE Qualification,N,not completed
558435,HE Qualification,N,completed
558602,Lower Than A Level,N,not completed
558622,A Level or Equivalent,N,completed
558654,A Level or Equivalent,N,not completed
558662,Lower Than A Level,N,not completed
558689,A Level or Equivalent,N,completed
558701,A Level or Equivalent,N,not completed
558703,A Level or Equivalent,N,completed
558747,A Level or Equivalent,N,completed
558769,Lower Than A Level,N,not completed
558809,A Level or Equivalent,N,not completed
558820,Lower Than A Level,N,not completed
558903,HE Qualification,N,not completed
558955,A Level or Equivalent,N,not completed
558965,Lower Than A Level,N,completed
558974,No Formal quals,N,not completed
559011,Lower Than A Level,N,not completed
559031,Lower Than A Level,N,completed
559173,A Level or Equivalent,N,not completed
559180,A Level or Equivalent,N,completed
559227,Lower Than A Level,N,not completed
559253,Lower Than A Level,N,completed
559291,A Level or Equivalent,N,not completed
559350,Lower Than A Level,Y,completed
559389,Lower Than A Level,N,completed
559425,Lower Than A Level,N,not completed
559452,HE Qualification,N,completed
559458,A Level or Equivalent,N,completed
559475,A Level or Equivalent,N,completed
559495,A Level or Equivalent,N,completed
559595,A Level or Equivalent,N,completed
559603,A Level or Equivalent,N,completed
559606,HE Qualification,N,completed
559608,HE Qualification,N,completed
559610,A Level or Equivalent,N,not completed
559611,A Level or Equivalent,N,completed
559651,A Level or Equivalent,N,completed
559697,A Level or Equivalent,N,not completed
559744,Post Graduate Qualification,N,completed
559808,Lower Than A Level,N,not completed
559989,A Level or Equivalent,N,not completed
560005,A Level or Equivalent,N,not completed
560012,Lower Than A Level,N,not completed
560075,A Level or Equivalent,N,completed
560102,Lower Than A Level,N,not completed
560117,Lower Than A Level,N,not completed
560160,Lower Than A Level,N,not completed
560161,Lower Than A Level,N,not completed
560170,HE Qualification,N,completed
560185,A Level or Equivalent,N,not completed
560208,Lower Than A Level,N,not completed
560319,Lower Than A Level,N,completed
560335,Lower Than A Level,N,not completed
560455,A Level or Equivalent,N,completed
560458,A Level or Equivalent,N,not completed
560468,A Level or Equivalent,N,completed
560891,Lower Than A Level,N,not completed
560968,HE Qualification,N,completed
560970,HE Qualification,N,completed
561138,A Level or Equivalent,N,completed
561161,HE Qualification,N,completed
561164,A Level or Equivalent,N,completed
561166,A Level or Equivalent,N,completed
561167,HE Qualification,N,completed
561343,A Level or Equivalent,N,completed
561366,Lower Than A Level,N,not completed
561437,A Level or Equivalent,N,completed
561444,Lower Than A Level,N,completed
561445,A Level or Equivalent,N,completed
561448,A Level or Equivalent,N,completed
561452,A Level or Equivalent,N,completed
561455,A Level or Equivalent,N,completed
561458,HE Qualification,N,completed
561459,A Level or Equivalent,N,completed
561461,Lower Than A Level,N,completed
561711,A Level or Equivalent,N,not completed
561713,Lower Than A Level,N,completed
561715,Lower Than A Level,N,not completed
561716,Lower Than A Level,N,completed
561718,Lower Than A Level,N,not completed
562146,A Level or Equivalent,N,not completed
562465,Lower Than A Level,N,completed
562483,A Level or Equivalent,N,not completed
562489,HE Qualification,N,completed
562494,Lower Than A Level,N,not completed
562495,A Level or Equivalent,Y,not completed
563157,A Level or Equivalent,N,not completed
563330,A Level or Equivalent,N,completed
563363,A Level or Equivalent,N,completed
563874,A Level or Equivalent,N,completed
563877,A Level or Equivalent,N,completed
563878,HE Qualification,N,completed
563879,A Level or Equivalent,N,completed
565870,HE Qualification,N,not completed
630346,A Level or Equivalent,Y,not completed
1008675,Lower Than A Level,N,completed
1098728,Lower Than A Level,N,not completed
1413989,HE Qualification,N,not completed
1436591,A Level or Equivalent,Y,completed
1480800,Lower Than A Level,N,completed
1493476,HE Qualification,N,completed
1521540,A Level or Equivalent,N,completed
1536591,Lower Than A Level,N,not completed
1574398,A Level or Equivalent,N,completed
1659662,A Level or Equivalent,N,completed
1678401,Lower Than A Level,N,completed
1721462,Lower Than A Level,Y,completed
1728437,A Level or Equivalent,N,completed
1730702,Lower Than A Level,N,not completed
1747892,Lower Than A Level,N,completed
1753965,A Level or Equivalent,N,completed
1770733,HE Qualification,N,completed
1771053,Lower Than A Level,N,not completed
1776925,HE Qualification,N,not completed
1789199,Lower Than A Level,N,completed
1797614,HE Qualification,N,completed
1847146,Lower Than A Level,N,completed
1858523,A Level or Equivalent,N,not completed
1903527,Lower Than A Level,N,completed
1904710,Lower Than A Level,Y,not completed
1912438,Lower Than A Level,N,completed
1923618,HE Qualification,N,completed
1930254,A Level or Equivalent,N,not completed
1930367,A Level or Equivalent,N,completed
1937864,A Level or Equivalent,N,completed
1971393,Lower Than A Level,N,completed
1993672,Lower Than A Level,Y,not completed
1996746,Lower Than A Level,N,not completed
1997796,A Level or Equivalent,N,completed
2019837,A Level or Equivalent,N,not completed
2023366,Lower Than A Level,N,completed
2034350,A Level or Equivalent,N,not completed
2035022,Lower Than A Level,Y,completed
2076177,HE Qualification,N,not completed
2092834,A Level or Equivalent,N,completed
2097916,A Level or Equivalent,N,completed
2132811,Lower Than A Level,Y,completed
2173572,Lower Than A Level,N,completed
2205383,A Level or Equivalent,N,not completed
2210318,A Level or Equivalent,N,completed
2216178,HE Qualification,N,not completed
2231614,A Level or Equivalent,Y,completed
2236738,HE Qualification,N,completed
2243551,Lower Than A Level,N,not completed
2244724,A Level or Equivalent,N,not completed
2249372,A Level or Equivalent,N,completed
2254619,A Level or Equivalent,N,completed
2265234,Lower Than A Level,N,not completed
2269480,A Level or Equivalent,N,completed
2273828,A Level or Equivalent,N,not completed
2279538,A Level or Equivalent,N,not completed
2280038,Lower Than A Level,N,not completed
2287671,A Level or Equivalent,Y,not completed
2288607,Lower Than A Level,N,completed
2290090,Lower Than A Level,N,completed
2291598,A Level or Equivalent,Y,completed
2293443,Lower Than A Level,Y,completed
2296749,Lower Than A Level,N,completed
2300911,Lower Than A Level,N,not completed
2301111,HE Qualification,N,not completed
2302925,A Level or Equivalent,N,not completed
2303034,A Level or Equivalent,Y,not completed
2303848,Lower Than A Level,N,not completed
2308528,A Level or Equivalent,N,completed
2322046,HE Qualification,Y,not completed
2322342,HE Qualification,N,completed
2327072,HE Qualification,N,completed
2336550,HE Qualification,N,completed
2340190,Lower Than A Level,N,not completed
2366070,HE Qualification,N,not completed
2375144,Lower Than A Level,N,not completed
2376628,A Level or Equivalent,N,completed
2377567,HE Qualification,N,completed
2380539,No Formal quals,N,completed
2384819,HE Qualification,N,completed
2394212,HE Qualification,N,not completed
2395222,HE Qualification,N,not completed
2399361,A Level or Equivalent,N,not completed
2415962,A Level or Equivalent,Y,not completed
2418877,Lower Than A Level,Y,not completed
2422639,Lower Than A Level,N,not completed
2423078,A Level or Equivalent,N,not completed
2425333,A Level or Equivalent,Y,not completed
2425726,Lower Than A Level,N,not completed
2439201,Lower Than A Level,N,completed
2442685,Lower Than A Level,N,completed
2444088,Lower Than A Level,N,completed
2444102,HE Qualification,N,not completed
2444703,Lower Than A Level,N,not completed
2445088,Lower Than A Level,N,not completed
2445949,Lower Than A Level,N,not completed
2446144,A Level or Equivalent,N,completed
2458984,A Level or Equivalent,Y,completed
2464963,A Level or Equivalent,N,completed
2466123,Lower Than A Level,Y,not completed
2470672,A Level or Equivalent,N,not completed
2474493,A Level or Equivalent,N,completed
2475034,Lower Than A Level,N,not completed
2475780,Lower Than A Level,N,completed
2476649,Lower Than A Level,N,completed
2480865,A Level or Equivalent,N,not completed
2481224,Lower Than A Level,Y,completed
2481765,A Level or Equivalent,N,completed
2483179,Lower Than A Level,N,completed
2483568,A Level or Equivalent,N,completed
2487541,HE Qualification,N,completed
2498182,A Level or Equivalent,N,not completed
2498299,A Level or Equivalent,N,completed
2512392,Lower Than A Level,N,not completed
2517864,HE Qualification,N,completed
2518653,A Level or Equivalent,N,completed
2521745,Lower Than A Level,N,not completed
2522093,HE Qualification,N,completed
2524127,Lower Than A Level,N,completed
2528352,Lower Than A Level,N,not completed
2528966,A Level or Equivalent,Y,completed
2531031,Lower Than A Level,N,completed
2534033,A Level or Equivalent,Y,not completed
2535788,A Level or Equivalent,N,not completed
2540362,HE Qualification,N,not completed
2540746,Lower Than A Level,N,not completed
2541120,A Level or Equivalent,N,completed
2553749,No Formal quals,N,not completed
2560219,Lower Than A Level,N,not completed
2568958,Lower Than A Level,N,not completed
2569163,HE Qualification,N,completed
2570633,Lower Than A Level,N,not completed
2571447,Lower Than A Level,N,not completed
2572118,Lower Than A Level,N,not completed
2575914,Lower Than A Level,Y,not completed
2578041,A Level or Equivalent,N,not completed
2578567,Lower Than A Level,N,not completed
2579459,Lower Than A Level,N,completed
2580439,HE Qualification,N,completed
2581528,Lower Than A Level,N,completed
2587260,HE Qualification,N,not completed
2591421,A Level or Equivalent,N,not completed
2597027,A Level or Equivalent,N,not completed
2598220,A Level or Equivalent,N,not completed
2602809,Lower Than A Level,N,completed
2608235,A Level or Equivalent,N,completed
2608453,Lower Than A Level,N,not completed
2612483,A Level or Equivalent,N,completed
2616787,A Level or Equivalent,Y,completed
2617596,HE Qualification,N,completed
2617650,Lower Than A Level,N,not completed
2617999,Lower Than A Level,N,completed
2620178,Lower Than A Level,N,completed
2622465,Lower Than A Level,N,completed
2626410,A Level or Equivalent,N,not completed
2635505,Lower Than A Level,N,completed
2635829,HE Qualification,N,completed
2639611,A Level or Equivalent,N,completed
2641393,HE Qualification,N,completed
2642029,HE Qualification,N,completed
2645061,Lower Than A Level,N,completed
2649947,A Level or Equivalent,N,completed
2654302,A Level or Equivalent,N,completed
2654411,Lower Than A Level,N,not completed
2664301,A Level or Equivalent,N,not completed
2680770,No Formal quals,N,not completed
2685831,No Formal quals,N,completed
2692381,Lower Than A Level,N,not completed
2692384,Lower Than A Level,N,completed
2693974,HE Qualification,N,not completed
